,Province,City,Street,Neighbourhood,Price,Bed,Bath,Size,room
969,ON,Toronto,TH 17-215 Bonis Avenue,Tam O'Shanter-Sullivan,899000.0,3,2,1400-1599,5
970,ON,Toronto,84-42 Pinery Trail,Malvern,699900.0,3,2,1000-1199,5
971,ON,Toronto,503-8 Mondeo Drive,Dorset Park,549000.0,1+1,1,700-799,3
972,ON,Toronto,1501-135 Marlee Avenue,Briar Hill-Belgravia,699000.0,2+1,2,1000-1199,5
973,ON,Toronto,410-71 Jonesville Crescent,Victoria Village,439900.0,1+1,1,700-799,3
974,ON,Toronto,503-297 College Street,Kensington-Chinatown,850000.0,2+1,2,700-799,5
975,ON,Toronto,3110-60 Brian Harrison Way,Bendale,569900.0,1+1,1,600-699,3
976,ON,Toronto,1515-400 Adelaide Street E,Moss Park,889000.0,2,2,700-799,4
977,ON,Toronto,1912-115 Blue Jays Way,Waterfront Communities C1,559900.0,–,1,0-499,1
978,ON,Toronto,1015-160 Flemington Road,Yorkdale-Glen Park,564900.0,1,1,0-499,2
979,ON,Toronto,3006-12 York Street,Waterfront Communities C1,669900.0,1+1,1,500-599,3
980,ON,Toronto,803-33 Bay Street,Waterfront Communities C1,1049000.0,2+1,2,900-999,5
981,ON,Toronto,1204-33 Shore Breeze Drive,Mimico,689000.0,1,1,600-699,2
982,ON,Toronto,701-35 Hayden Street,Church-Yonge Corridor,699000.0,1+1,2,700-799,4
983,ON,Toronto,46-140 Broadview Avenue,South Riverdale,595000.0,1,1,0-499,2
984,ON,Toronto,1509-2000 Islington Avenue,Kingsview Village-The Westway,688888.0,2+1,2,1500-2000,5
985,ON,Toronto,2746-25 Viking Lane,Islington-City Centre West,1150000.0,2+1,3,1200-1399,6
986,ON,Toronto,808-330 Dixon Road,Kingsview Village-The Westway,379900.0,1,1,800-899,2
987,ON,Toronto,711-840 St. Clair Avenue W,Oakwood-Vaughan,1549900.0,3,2,1000-1199,5
988,ON,Toronto,2213-251 Jarvis Street,Church-Yonge Corridor,749900.0,2,1,500-599,3
989,ON,Toronto,6-65 Annie Craig Drive W,Mimico,719990.0,1+1,1,500-599,3
990,ON,Toronto,424-2995 Keele Street,Downsview-Roding-CFB,599000.0,1+1,1,600-699,3
991,ON,Toronto,1608-330 Dixon Road,Kingsview Village-The Westway,379900.0,1,1,800-899,2
992,ON,Toronto,120-21 Earl Street,North St. James Town,638000.0,1+1,2,700-799,4
993,ON,Toronto,TH1-500 Doris Avenue,Willowdale East,1950000.0,3+1,3,2250-2499,7
994,ON,Toronto,323-25 Town Centre Court,Bendale,499000.0,1,1,600-699,2
995,ON,Toronto,308-60 Shuter Street,Church-Yonge Corridor,1188000.0,3,2,900-999,5
996,ON,Toronto,2206-68 Abell Street,Little Portugal,699000.0,2,2,600-699,4
997,ON,Toronto,204-30 Anglesey Boulevard,Edenbridge-Humber Valley,975000.0,2,2,1600-1799,4
998,ON,Toronto,2215-105 The Queensway Avenue,High Park-Swansea,749000.0,1+1,1,700-799,3
999,ON,Toronto,2909-180 University Avenue,Bay Street Corridor,1888000.0,2,3,1600-1799,5
1000,ON,Toronto,312-225 Village Green Square,Agincourt South-Malvern West,649000.0,1+1,2,700-799,4
1001,ON,Toronto,203-9 Greenbriar Road,Bayview Village,799900.0,2+1,3,1400-1599,6
1002,ON,Toronto,701-225 Sumach Street,Regent Park,629900.0,1,1,500-599,2
1003,ON,Toronto,315-55 Ontario Street,Moss Park,554900.0,1,1,0-499,2
1004,ON,Toronto,2302-55 Ontario Street,Moss Park,1570900.0,2+1,2,1000-1199,5
1005,ON,Toronto,31-850 Huntingwood Drive W,L'Amoreaux,799900.0,3,2,1200-1399,5
1006,ON,Toronto,116-231 Fort York Boulevard,Niagara,447500.0,–,1,0-499,1
1007,ON,Toronto,#2905-275 Yorkland Road,Henry Farm,650000.0,1+1,1,600-699,3
1008,ON,Toronto,1602-25 Cole Street,Regent Park,498888.0,1,1,500-599,2
1009,ON,Toronto,407-159 Dundas Street E,Church-Yonge Corridor,769900.0,2,2,700-799,4
1010,ON,Toronto,506-30 Allanhurst Drive,Edenbridge-Humber Valley,439000.0,2,1,1000-1199,3
1011,ON,Toronto,3010-11 Wellesley Street W,Bay Street Corridor,699900.0,–,1,0-499,1
1012,ON,Toronto,4506-75 Queens Wharf Road,Waterfront Communities C1,998888.0,3,2,1000-1199,5
1013,ON,Toronto,2107-3 Rean Drive,Bayview Village,899000.0,2+1,2,1000-1199,5
1014,ON,Toronto,703-29 Queens Quay E,Waterfront Communities C8,2233000.0,2+1,3,1600-1799,6
1015,ON,Toronto,1509-3 Marine Parade Drive,Mimico,359000.0,1+1,1,700-799,3
1016,ON,Toronto,#807-1461 Lawrence Avenue W,Brookhaven-Amesbury,599900.0,2,2,600-699,4
1017,ON,Toronto,PH3-5 Kenneth Avenue,Willowdale East,799000.0,2+1,2,1400-1599,5
1018,ON,Toronto,1202-1275 Markham Road,Woburn,589000.0,2+1,2,1200-1399,5
1019,ON,Toronto,#616-75 Canterbury Place,Willowdale West,949000.0,3,2,800-899,5
1020,ON,Toronto,2302-21 Iceboat Terrace,Waterfront Communities C1,499000.0,1,1,500-599,2
1021,ON,Toronto,2504-9 Bogert Avenue,Lansing-Westgate,699000.0,1+1,1,600-699,3
1022,ON,Toronto,446 SE-60 Princess Street,Waterfront Communities C8,899000.0,2,2,700-799,4
1023,ON,Toronto,411-70 Alexander Street,Church-Yonge Corridor,579000.0,1,1,600-699,2
1024,ON,Toronto,512-106 Dovercourt Road,Trinity-Bellwoods,699000.0,1,1,600-699,2
1025,ON,Toronto,2811-125 Blue Jays Way,Waterfront Communities C1,899000.0,3,2,800-899,5
1026,ON,Toronto,605-8 Wellesley Street E,Church-Yonge Corridor,799000.0,3,2,1000-1199,5
1027,ON,Toronto,517-1030 Sheppard Avenue W,Bathurst Manor,749000.0,3,2,1000-1199,5
1028,ON,Toronto,609-2466 Eglinton Avenue E,Eglinton East,699000.0,2+1,2,1000-1199,5
1029,ON,Toronto,4-50 Holmes Avenue,Willowdale East,1180000.0,2,2,1000-1199,4
1030,ON,Toronto,3508-23 Hollywood Avenue,Willowdale East,888000.0,2,2,1000-1199,4
1031,ON,Toronto,718-38 Dan Leckie Way,Waterfront Communities C1,780000.0,1+1,1,700-799,3
1032,ON,Toronto,412-55 Lombard Street,Church-Yonge Corridor,898800.0,2,2,900-999,4
1033,ON,Toronto,1501-83 Borough Drive,Bendale,499000.0,1,1,600-699,2
1034,ON,Toronto,839-151 Dan Leckie Way,Waterfront Communities C1,888800.0,2,2,800-899,4
1035,ON,Toronto,414-2995 Keele Street,Downsview-Roding-CFB,624900.0,2,2,700-799,4
1036,ON,Toronto,614-68 Broadview Avenue,South Riverdale,2249000.0,2+1,2,1600-1799,5
1037,ON,Toronto,2105-251 Manitoba Street,Mimico,680000.0,1,1,500-599,2
1038,ON,Toronto,801-101 Charles Street E,Church-Yonge Corridor,1499000.0,2+2,3,1400-1599,7
1039,ON,Toronto,1216-633 Bay Street,Bay Street Corridor,789900.0,2,2,1000-1199,4
1040,ON,Toronto,4308-88 Harbour Street,Bay Street Corridor,869900.0,1,1,500-599,2
1041,ON,Toronto,506-185 Roehampton Avenue,Mount Pleasant West,599000.0,1+1,1,500-599,3
1042,ON,Toronto,222-812 Lansdowne Avenue,Dovercourt-Wallace Emerson-Junction,565000.0,1,1,500-599,2
1043,ON,Toronto,1519-120 Varna Drive,Englemount-Lawrence,549000.0,1,1,0-499,2
1044,ON,Toronto,1-455 Dovercourt Road,Dufferin Grove,1998000.0,3,3,1400-1599,6
1045,ON,Toronto,#1620-33 Harbour Square,Waterfront Communities C1,1259000.0,2,2,1400-1599,4
1046,ON,Toronto,1801-3220 Sheppard Avenue E,Tam O'Shanter-Sullivan,770000.0,2,2,800-899,4
1047,ON,Toronto,2003-71 Simcoe Street,Bay Street Corridor,1799999.0,2+1,2,1600-1799,5
1048,ON,Toronto,PH5-38 Avoca Avenue,Rosedale-Moore Park,2335000.0,2,2,1200-1399,4
1049,ON,Toronto,314-4673 Jane Street,Black Creek,279900.0,2,1,700-799,3
1050,ON,Toronto,5508-1 Yorkville Avenue,Annex,1450000.0,3,2,700-799,5
1051,ON,Toronto,201-2 Queensbury Avenue,Birchcliffe-Cliffside,655000.0,1,2,700-799,3
1052,ON,Toronto,3005-30 Roehampton Avenue,Mount Pleasant West,898000.0,2,2,700-799,4
1053,ON,Toronto,1006-25 Oxley Street,Waterfront Communities C1,888000.0,2,2,900-999,4
1054,ON,Toronto,408-340 Dixon Road,Kingsview Village-The Westway,399900.0,2,1,900-999,3
1055,ON,Toronto,1715-400 Adelaide Street E,Moss Park,948000.0,2,2,700-799,4
1056,ON,Toronto,3203-19 Western Battery Road,Niagara,749000.0,1,2,600-699,3
1057,ON,Toronto,905-10 Tichester Road,Forest Hill South,1800000.0,2+1,2,1400-1599,5
1058,ON,Toronto,210-38 Forest Manor Road N,Henry Farm,590000.0,1,1,0-499,2
1059,ON,Toronto,1204-251 Manitoba Street,Mimico,819900.0,2,2,700-799,4
1060,ON,Toronto,PH05-1135 Royal York Road,Edenbridge-Humber Valley,2780000.0,2,3,2750-2999,5
1061,ON,Toronto,PH 05-275 Yorkland Road,Henry Farm,599900.0,1+1,1,600-699,3
1062,ON,Toronto,1407-298 Jarvis Street,Church-Yonge Corridor,779800.0,2+1,2,1000-1199,5
1063,ON,Toronto,609-438 Richmond Street W,Waterfront Communities C1,849000.0,1+1,2,800-899,4
1064,ON,Toronto,204-670 Richmond Street,Niagara,1949000.0,2+1,2,1500-2000,5
1065,ON,Toronto,511-1 Neighbourhood Lane,Stonegate-Queensway,799000.0,2+1,2,800-899,5
1066,ON,Toronto,1408-5765 Yonge Street,Newtonbrook East,799000.0,2+1,2,1200-1399,5
1067,ON,Toronto,1818-30 Shore Breeze Drive,Mimico,960000.0,2,2,700-799,4
1068,ON,Toronto,402-1350 Kingston Road,Birchcliffe-Cliffside,726900.0,1+1,1,700-799,3
1069,ON,Toronto,21-120 Twenty Fourth Street,Long Branch,860000.0,2,3,1200-1399,5
1070,ON,Toronto,228-955 Queen Street W,Trinity-Bellwoods,599900.0,1,1,500-599,2
1071,ON,Toronto,1701-260 Scarlett Road,Rockcliffe-Smythe,750000.0,2,2,1000-1199,4
1072,ON,Toronto,PH10-61 Town Centre Court,Bendale,859000.0,3,2,1000-1199,5
1073,ON,Toronto,805-117 Dundas Street E,Church-Yonge Corridor,559000.0,–,1,0-499,1
1074,ON,Toronto,703-10 Tangreen Court,Newtonbrook West,599900.0,2,2,900-999,4
1075,ON,Toronto,3-201 High Park Avenue,High Park North,765000.0,2,2,1000-1199,4
1076,ON,Toronto,LPH2926-135 Lower Sherbourne Street,Waterfront Communities C8,975900.0,2+1,2,700-799,5
1077,ON,Toronto,2604-88 Corporate Drive,Woburn,748880.0,2+1,2,1200-1399,5
1078,ON,Toronto,1910-51 East Liberty Street,Niagara,699000.0,1+1,2,600-699,4
1079,ON,Toronto,2210-155 Yorkville Avenue,Annex,599000.0,1,1,0-499,2
1080,ON,Toronto,337-4645 Jane Street,Black Creek,273000.0,2,1,800-899,3
1081,ON,Toronto,1409-215 Fort York Boulevard,Niagara,649999.0,1+1,1,600-699,3
1082,ON,Toronto,2807-5168 Yonge Street,Willowdale West,698000.0,1+1,1,600-699,3
1083,ON,Toronto,1162-123 Omni Drive,Bendale,599000.0,2,2,1000-1199,4
1084,ON,Toronto,120-3740 Don Mills Road,Hillcrest Village,798000.0,4,2,1600-1799,6
1085,ON,Toronto,1702-5418 Yonge Street,Willowdale West,888000.0,3,2,1200-1399,5
1086,ON,Toronto,3-2619 Warden Avenue,L'Amoreaux,799000.0,3,3,1600-1799,6
1087,ON,Toronto,527-36 Stadium Road,Niagara,1230000.0,2,2,1200-1399,4
1088,ON,Toronto,38 The Esplanade Road,Waterfront Communities C8,1149900.0,1,2,1000-1500,3
1089,ON,Toronto,513-555 Wilson Avenue,Clanton Park,630000.0,1+1,1,600-699,3
1090,ON,Toronto,2901-199 Richmond Street,Waterfront Communities C1,1580000.0,2+1,2,1200-1399,5
1091,ON,Toronto,2005-403 Church Street,Church-Yonge Corridor,1069000.0,2,2,700-799,4
1092,ON,Toronto,2103-101 Erskine Avenue,Mount Pleasant West,799900.0,1+1,2,600-699,4
1093,ON,Toronto,505-85 Skymark Drive,Hillcrest Village,1189000.0,2+1,2,1400-1599,5
1094,ON,Toronto,UNIT 1-21 West Deane Park Drive,Eringate-Centennial-West Deane,999999.0,3+2,3,1600-1799,8
1095,ON,Toronto,102-65 Spring Garden Avenue,Willowdale East,888000.0,2+2,2,1500-2000,6
1096,ON,Toronto,#1205-330 Mccowan Road,Eglinton East,650000.0,3+1,2,1200-1399,6
1097,ON,Toronto,606-6 Jackes Avenue,Rosedale-Moore Park,2795000.0,2+1,2,1400-1599,5
1098,ON,Toronto,313-75 St Nicholas Street,Bay Street Corridor,695000.0,1,1,500-599,2
1099,ON,Toronto,404W-480 Queens Quay W,Waterfront Communities C1,1895000.0,2,2,1500-2000,4
1100,ON,Toronto,202-2 Anndale Drive W,Willowdale East,799000.0,2,2,900-999,4
1101,ON,Toronto,201-900 Yonge Street,Annex,1475000.0,2+1,2,1400-1599,5
1102,ON,Toronto,301-701 Dovercourt Road,Palmerston-Little Italy,1698000.0,2+1,2,1200-1399,5
1103,ON,Toronto,608-35 Church Street,Church-Yonge Corridor,899000.0,1+1,2,1200-1399,4
1104,ON,Toronto,1517-155 Yorkville Avenue,Annex,788000.0,1+1,1,600-699,3
1105,ON,Toronto,20-304 Torresdale Avenue,Westminster-Branson,863000.0,3+1,4,2000-2249,8
1106,ON,Toronto,4-260 Finch Avenue E,Newtonbrook East,999000.0,2,2,800-899,4
1107,ON,Toronto,136-284 St Helens Avenue,Dufferin Grove,399000.0,–,1,0-499,1
1108,ON,Toronto,705-78 Warren Road,Casa Loma,519000.0,1,1,600-699,2
1109,ON,Toronto,4111-117 Dundas Street E,Church-Yonge Corridor,1159000.0,2,2,700-799,4
1110,ON,Toronto,2513-470 Front Street W,Waterfront Communities C1,1880000.0,3,3,1200-1399,6
1111,ON,Toronto,701-300 Front Street W,Waterfront Communities C1,699000.0,1,1,600-699,2
1112,ON,Toronto,314-280 Howland Avenue,Annex,1675000.0,2+1,3,1200-1399,6
1113,ON,Toronto,5104-70 Temperance Street,Bay Street Corridor,559000.0,–,1,0-499,1
1114,ON,Toronto,1107-1910 Lake Shore Boulevard W,High Park-Swansea,989000.0,2,2,900-999,4
1115,ON,Toronto,1208-150 Alton Towers Circle,Milliken,688000.0,2+1,2,1000-1199,5
1116,ON,Toronto,306-1331 Queen Street E,South Riverdale,588000.0,1,1,500-599,2
1117,ON,Toronto,2105-161 Roehampton Avenue,Mount Pleasant West,599000.0,1,1,500-599,2
1118,ON,Toronto,1409-1 Yorkville Avenue,Annex,898000.0,1+1,1,500-599,3
1119,ON,Toronto,1811-5162 Yonge Street,Willowdale West,789000.0,1,1,500-599,2
1120,ON,Toronto,1603E-36 Lisgar Street,Little Portugal,598988.0,1+1,1,600-699,3
1121,ON,Toronto,606-90 Stadium Road,Niagara,699800.0,2,2,800-899,4
1122,ON,Toronto,518-80 Front Street,Church-Yonge Corridor,1849000.0,2,2,1500-2000,4
1123,ON,Toronto,909-101 Peter Street,Waterfront Communities C1,449000.0,–,1,0-499,1
1124,ON,Toronto,601-16 Harrison Garden Boulevard,Willowdale East,699900.0,1+1,1,600-699,3
1125,ON,Toronto,203-70 Montclair Avenue W,Forest Hill South,1800000.0,3+1,2,1600-1799,6
1126,ON,Toronto,1008-2212 Lakeshore Boulevard W,Mimico,799999.0,2+1,2,700-799,5
1127,ON,Toronto,18-284 Brock Avenue,Dufferin Grove,1100000.0,2+1,2,1200-1399,5
1128,ON,Toronto,1612-18 Parkview Avenue,Willowdale East,699000.0,2,2,800-899,4
1129,ON,Toronto,205-452 Scarborough Golf Clu Road,Woburn,424900.0,1+1,1,700-799,3
1130,ON,Toronto,908-133 Torresdale Avenue,Westminster-Branson,699900.0,2+1,1,1000-1199,4
1131,ON,Toronto,1611-352 Front Street W,Waterfront Communities C1,675000.0,1,1,600-699,2
1132,ON,Toronto,3406-5180 Yonge Street,Willowdale West,1399000.0,2+1,3,1200-1399,6
1133,ON,Toronto,511-80 Mill Street,Waterfront Communities C8,699999.0,1+1,1,600-699,3
1134,ON,Toronto,1211-225 Sumach Street,Regent Park,880000.0,2,2,700-799,4
1135,ON,Toronto,421-38 The Esplanade Street,Waterfront Communities C8,1149900.0,1+1,2,1000-1199,4
1136,ON,Toronto,2002-131 Torresdale Avenue,Westminster-Branson,699000.0,2+1,2,1400-1599,5
1137,ON,Toronto,503-3621 Lakeshore Boulevard W,Long Branch,379000.0,2,1,800-899,3
1138,ON,Toronto,827-15 James Finlay Way,Downsview-Roding-CFB,729900.0,2,2,800-899,4
1139,ON,Toronto,1804-50 Town Centre Court,Bendale,599000.0,1+1,1,600-699,3
1140,ON,Toronto,407-840 St. Clair Avenue W,Oakwood-Vaughan,999900.0,2+1,2,800-899,5
1141,ON,Toronto,PH06-1926 Lake Shore Boulevard W,South Parkdale,2500000.0,2+1,3,1400-1599,6
1142,ON,Toronto,1107-28 Wellesley Street E,Church-Yonge Corridor,799000.0,2,2,700-799,4
1143,ON,Toronto,1807-60 Colborne Street,Church-Yonge Corridor,809950.0,1,1,600-699,2
1144,ON,Toronto,209-280 Howland Avenue,Annex,1765000.0,2+1,3,1200-1399,6
1145,ON,Toronto,703-501 Adelaide Street,Waterfront Communities C1,658000.0,1,1,500-599,2
1146,ON,Toronto,2505-2181 Yonge Street,Mount Pleasant West,1088000.0,2,2,1200-1399,4
1147,ON,Toronto,1908-181 Bedford Road,Annex,1180000.0,2,2,700-799,4
1148,ON,Toronto,619-15 Merchants Wharf,Waterfront Communities C8,695000.0,1,1,500-599,2
1149,ON,Toronto,302-12 York Street,Waterfront Communities C1,829000.0,2,2,700-799,4
1150,ON,Toronto,523-2799 Kingston Road,Cliffcrest,588000.0,1+1,1,600-699,3
1151,ON,Toronto,2613-55 Harbour Square,Waterfront Communities C1,1700000.0,2+1,2,1600-1799,5
1152,ON,Toronto,720-80 Vanauley Street,Kensington-Chinatown,798800.0,1+1,2,700-799,4
1153,ON,Toronto,30-39 Drewry Avenue,Newtonbrook West,788000.0,1+1,2,800-899,4
1154,ON,Toronto,404-1 St Johns Road,Junction Area,699000.0,1+1,1,800-899,3
1155,ON,Toronto,TH 107-70 Annie Craig Drive,Mimico,1480000.0,2+1,3,1400-1599,6
1156,ON,Toronto,609-1331 Queen Street E,Greenwood-Coxwell,999000.0,2,2,900-999,4
1157,ON,Toronto,1604-35 Hayden Street,Church-Yonge Corridor,1199998.0,2,2,900-999,4
1158,ON,Toronto,2612-386 Yonge Street,Bay Street Corridor,699000.0,1+1,1,600-699,3
1159,ON,Toronto,2304-2010 Islington Avenue,Kingsview Village-The Westway,789900.0,2+1,1,1500-2000,4
1160,ON,Toronto,1704-3 Marine Parade Drive,Mimico,597500.0,2+1,2,900-999,5
1161,ON,Toronto,413-430 Mclevin Avenue,Malvern,499888.0,2,1,800-899,3
1162,ON,Toronto,210-1005 King Street W,Niagara,669900.0,1+1,1,600-699,3
1163,ON,Toronto,3103-14 York Street,Waterfront Communities C1,1149000.0,3,2,900-999,5
1164,ON,Toronto,20-1500 Sandhurst Circle,Agincourt North,899000.0,3+1,3,1400-1599,7
1165,ON,Toronto,20-1500 Sandhurst Circle,Agincourt North,899000.0,3+1,3,1400-1599,7
1166,ON,Toronto,5508-2221 Yonge Street,Mount Pleasant West,749900.0,1,1,500-599,2
1167,ON,Toronto,1504-15 Baseball Place,South Riverdale,1099900.0,2+1,2,800-899,5
1168,ON,Toronto,1102-435 Richmond Street,Waterfront Communities C1,699000.0,1,1,500-599,2
1169,ON,Toronto,1701-1 Yorkville Avenue,Annex,2275000.0,2,2,1200-1399,4
1170,ON,Toronto,501-50 George Butchart Drive,Downsview-Roding-CFB,529000.0,1,1,500-599,2
1171,ON,Toronto,LPH3-298 Jarvis Street,Church-Yonge Corridor,995000.0,2,2,1000-1199,4
1172,ON,Toronto,1450 SW-121 Lower Sherbourne Street,Waterfront Communities C8,629000.0,1,1,500-599,2
1173,ON,Toronto,2017-45 Carlton Street,Church-Yonge Corridor,928800.0,2,2,1200-1399,4
1174,ON,Toronto,160-28 Stadium Road,Niagara,649000.0,1,1,0-499,2
1175,ON,Toronto,301-400 The East Mall,Islington-City Centre West,799900.0,3,3,1200-1399,6
1176,ON,Toronto,4303-36 Parklawn Road,Mimico,1175000.0,2,2,1000-1199,4
1177,ON,Toronto,1001-801 Bay Street,Bay Street Corridor,859000.0,2,2,900-999,4
1178,ON,Toronto,2301-228 Bonis Avenue,Tam O'Shanter-Sullivan,950000.0,2,2,1400-1599,4
1179,ON,Toronto,1508-100 Harbour Street,Waterfront Communities C1,499900.0,–,1,0-499,1
1180,ON,Toronto,318-1028 Mcnicoll Avenue,Steeles,529000.0,1+1,2,700-799,4
1181,ON,Toronto,308-158 Crescent Road,Rosedale-Moore Park,575000.0,1,1,600-699,2
1182,ON,Toronto,2803-8 Mercer Street,Waterfront Communities C1,618000.0,–,1,0-499,1
1183,ON,Toronto,404-1750 Bayview Avenue,Mount Pleasant East,1999000.0,3,3,2250-2499,6
1184,ON,Toronto,537-4645 Jane Street W,Black Creek,265000.0,2,1,900-999,3
1185,ON,Toronto,305-133 Hazelton Avenue,Annex,4695000.0,2,3,2000-2249,5
1186,ON,Toronto,1203-710 Humberwood Boulevard,West Humber-Clairville,549000.0,1+1,1,700-799,3
1187,ON,Toronto,1309-181 Bedford Road,Annex,1299000.0,2+1,2,800-899,5
1188,ON,Toronto,1605-70 Town Centre Court,Bendale,599000.0,1,1,500-599,2
1189,ON,Toronto,1210-105 The Queensway Avenue,High Park-Swansea,875000.0,2,2,800-899,4
1190,ON,Toronto,307-492 Eglinton Avenue E,Mount Pleasant East,718888.0,1+1,2,600-699,4
1191,ON,Toronto,2615-275 Village Green Square,Agincourt South-Malvern West,599000.0,1+1,2,600-699,4
1192,ON,Toronto,4209-1 Bloor Street E,Church-Yonge Corridor,1649000.0,2+1,2,1000-1199,5
1193,ON,Toronto,9B-256 Jarvis Street,Church-Yonge Corridor,869900.0,2+1,2,1600-1799,5
1194,ON,Toronto,106-118 Merchants' Wharf,Waterfront Communities C8,2950000.0,2,3,2000-2249,5
1195,ON,Toronto,604-20 Edward Street,Bay Street Corridor,899888.0,2,2,800-899,4
1196,ON,Toronto,1115-60 Shuter Street,Church-Yonge Corridor,928000.0,1+1,1,600-699,3
1197,ON,Toronto,1637-250 Wellington Street W,Waterfront Communities C1,1149900.0,2,3,1200-1399,5
1198,ON,Toronto,1202-4645 Jane Street,Black Creek,265000.0,3,1,900-999,4
1199,ON,Toronto,1703-4 Spadina Avenue,Waterfront Communities C1,729900.0,1,1,600-699,2
1200,ON,Toronto,102-38 Niagara Street,Niagara,1098000.0,1+1,2,1200-1399,4
1201,ON,Toronto,409-33 Shore Breeze Drive,Mimico,899000.0,2,2,800-899,4
1202,ON,Toronto,2002-5162 Yonge Street,Willowdale West,949000.0,1+1,1,700-799,3
1203,ON,Toronto,3809-825 Church Street,Rosedale-Moore Park,1749000.0,2+1,2,1200-1399,5
1204,ON,Toronto,610-38 Forest Manor Road,Henry Farm,868888.0,2,2,700-799,4
1205,ON,Toronto,413-783 Bathurst Street,University,707900.0,1,1,600-699,2
1206,ON,Toronto,3406-5 Soudan Avenue,Mount Pleasant West,1348000.0,2,2,900-999,4
1207,ON,Toronto,406-5800 Sheppard Avenue E,Malvern,629900.0,1+1,1,700-799,3
1208,ON,Toronto,610-3220 Sheppard Avenue E,Tam O'Shanter-Sullivan,649880.0,1+1,2,600-699,4
1209,ON,Toronto,418-1177 Yonge Street,Rosedale-Moore Park,1249900.0,2,2,1400-1599,4
1210,ON,Toronto,2438-33 Harbour Square,Waterfront Communities C1,1475000.0,2+1,2,1400-1599,5
1211,ON,Toronto,212-385 Osler Street,Weston-Pellam Park,599000.0,1,1,500-599,2
1212,ON,Toronto,615-10 Old York Mills Road,Bridle Path-Sunnybrook-York Mills,2499000.0,3,3,1500-2000,6
1213,ON,Toronto,704-80 Cumberland Street,Annex,1599000.0,2,3,1200-1399,5
1214,ON,Toronto,1911-115 Mcmahon Drive,Bayview Village,1199000.0,3,2,1000-1199,5
1215,ON,Toronto,LPH2701-33 University Avenue,Bay Street Corridor,2999900.0,2+1,3,3000-3249,6
1216,ON,Toronto,LPH04-36 Blue Jays Way,Waterfront Communities C1,959900.0,2,2,1000-1199,4
1217,ON,Toronto,2109-1328 Birchmount Road,Wexford-Maryvale,759000.0,3,2,1000-1199,5
1218,ON,Toronto,409-1461 Lawrence Avenue W,Brookhaven-Amesbury,719900.0,2,2,700-799,4
1219,ON,Toronto,1407-110 Bloor Street W,Annex,3200000.0,2+3,3,2500-2749,8
1220,ON,Toronto,2508-32 Davenport Road,Annex,1219800.0,2,2,800-899,4
1221,ON,Toronto,703-80 Charles Street E,Church-Yonge Corridor,499800.0,1,1,500-599,2
1222,ON,Toronto,504-2200 Lake Shore Boulevard W,Mimico,699000.0,2,2,700-799,4
1223,ON,Toronto,420-120 Parliament Street,Moss Park,738000.0,1+1,2,600-699,4
1224,ON,Toronto,1109-102 Bloor Street W,Annex,1420000.0,2+1,2,1200-1399,5
1225,ON,Toronto,911-25 Baseball Place,South Riverdale,599000.0,1+1,1,500-599,3
1226,ON,Toronto,708-7 Smith Crescent,Stonegate-Queensway,1120000.0,2+1,2,1000-1199,5
1227,ON,Toronto,1008-5765 Yonge Street,Newtonbrook East,888000.0,2+1,2,1200-1399,5
1228,ON,Toronto,1703-25 Adra Grado Way,Bayview Village,799000.0,1+1,2,600-699,4
1229,ON,Toronto,PH 12-761 Bay Street,Bay Street Corridor,1490000.0,2,3,1400-1599,5
1230,ON,Toronto,4103-386 Yonge Street,Bay Street Corridor,1065000.0,1+1,2,700-799,4
1231,ON,Toronto,202-185 Roehampton Avenue,Mount Pleasant West,509000.0,–,1,0-499,1
1232,ON,Toronto,2406-65 Skymark Drive,Hillcrest Village,1199900.0,2,3,1500-2000,5
1233,ON,Toronto,TH19-113 Mcmahon Drive,Bayview Village,1090000.0,3+1,4,1400-1599,8
1234,ON,Toronto,227-8855 Sheppard Avenue E,Rouge E11,779900.0,2+1,2,900-999,5
1235,ON,Toronto,1619-1001 Bay Street,Bay Street Corridor,729800.0,1+1,1,600-699,3
1236,ON,Toronto,413-185 Roehampton Avenue,Mount Pleasant West,829900.0,2,1,800-899,3
1237,ON,Toronto,716-4673 Jane Street,Black Creek,286000.0,2,1,800-899,3
1238,ON,Toronto,1012-215 Fort York Boulevard,Niagara,649999.0,1+1,1,600-699,3
1239,ON,Toronto,2503-38 Iannuzzi Street,Niagara,559800.0,–,1,0-499,1
1240,ON,Toronto,310-38 Forest Manor Road,Henry Farm,589888.0,1,1,500-599,2
1241,ON,Toronto,1707-155 Yorkville Avenue,Annex,798000.0,1+1,1,600-699,3
1242,ON,Toronto,8C-66 Collier Street,Rosedale-Moore Park,2600000.0,2,2,1500-2000,4
1243,ON,Toronto,603-275 Yorkland Road,Henry Farm,428000.0,–,1,0-499,1
1244,ON,Toronto,2910-161 Roehampton Avenue,Mount Pleasant West,1050000.0,2,2,700-799,4
1245,ON,Toronto,305-2100 Bridletowne Circle,L'Amoreaux,688000.0,2,2,800-899,4
1246,ON,Toronto,3209-1926 Lake Shore Boulevard W,South Parkdale,1485000.0,2,3,900-999,5
1247,ON,Toronto,704-135 Maitland Street,Church-Yonge Corridor,675000.0,1,1,600-699,2
1248,ON,Toronto,3008-89 Skymark Drive,Hillcrest Village,1580000.0,3+1,3,2000-2249,7
