,Province,City,Street,Neighbourhood,Price,Bed,Bath,Size,room
397,ON,Toronto,219-60 Southport Street,High Park-Swansea,819900.0,2+1,2,1000-1199,5
398,ON,Toronto,1801-350 Alton Towers Circle,Milliken,549000.0,2,2,900-999,4
399,ON,Toronto,1207-1950 Kennedy Road,Dorset Park,550000.0,2,1,900-999,3
400,ON,Toronto,1608-260 Queens Quay,Waterfront Communities C1,725000.0,1+1,1,800-899,3
401,ON,Toronto,617-10 Edgecliff Gfwy,Flemingdon Park,599800.0,3,2,1000-1199,5
402,ON,Toronto,202-6 Jackes Avenue,Rosedale-Moore Park,1895000.0,2,2,1200-1399,4
403,ON,Toronto,601-10 Tapscott Road,Malvern,499900.0,2,2,900-999,4
404,ON,Toronto,603-25 Oxley Street,Waterfront Communities C1,499900.0,1,1,0-499,2
405,ON,Toronto,709-3 Pemberton Avenue,Newtonbrook East,549900.0,1,1,500-599,2
406,ON,Toronto,920-65 Scadding Avenue,Waterfront Communities C8,849000.0,2,2,1000-1199,4
407,ON,Toronto,23-1 Eaton Park Lane,L'Amoreaux,799000.0,2+1,3,1200-1399,6
408,ON,Toronto,514-1 Bloor Street E,Church-Yonge Corridor,2090000.0,2+1,3,1600-1799,6
409,ON,Toronto,1908-153 Beecroft Road,Lansing-Westgate,549000.0,1,1,500-599,2
410,ON,Toronto,203-2 Clairtrell Road,Willowdale East,499888.0,1+1,1,600-699,3
411,ON,Toronto,313-251 Jarvis Street,Church-Yonge Corridor,699900.0,3,1,800-899,4
412,ON,Toronto,2102-151 Dan Leckie Way,Waterfront Communities C1,799900.0,2,2,700-799,4
413,ON,Toronto,3509-36 Park Lawn Road,Mimico,699000.0,1+1,1,600-699,3
414,ON,Toronto,3305-2045 Lake Shore Boulevard W,Mimico,2588000.0,3,3,3250-3499,6
415,ON,Toronto,# 405-1665 Victoria Park Avenue,Wexford-Maryvale,549900.0,3,2,1000-1199,5
416,ON,Toronto,2302-21 Hillcrest Avenue,Willowdale East,798000.0,1+1,2,800-899,4
417,ON,Toronto,703-50 Brian Harrison Way,Bendale,549990.0,1+1,1,600-699,3
418,ON,Toronto,709-399 Adelaide Street W,Waterfront Communities C1,798000.0,1+1,2,800-899,4
419,ON,Toronto,UPH 06-2200 Lake Shore Boulevard W,Mimico,599999.0,1,1,500-599,2
420,ON,Toronto,301-384 Sunnyside Avenue,High Park-Swansea,1199900.0,1,2,1000-1199,3
421,ON,Toronto,907-255 Bamburgh Circle,Steeles,688888.0,2+1,2,1600-1799,5
422,ON,Toronto,507-48 St Clair Avenue W,Yonge-St. Clair,1089900.0,2,2,1000-1199,4
423,ON,Toronto,908-18 Pemberton Avenue,Newtonbrook East,899000.0,3,2,1200-1399,5
424,ON,Toronto,1018-5 Everson Drive,Willowdale East,698888.0,2+1,2,1200-1399,5
425,ON,Toronto,216-60 Homewood Avenue,Cabbagetown-South St. James Town,525000.0,1+1,1,700-799,3
426,ON,Toronto,301-801 Sheppard Avenue W,Clanton Park,549900.0,1,1,600-699,2
427,ON,Toronto,1-81 Brookmill Boulevard,L'Amoreaux,799000.0,3+1,3,1400-1599,7
428,ON,Toronto,1811-197 Yonge Street,Church-Yonge Corridor,689999.0,1,1,600-699,2
429,ON,Toronto,408-11 Soho Street,Kensington-Chinatown,1100000.0,2,2,900-999,4
430,ON,Toronto,502-6 Parkwood Avenue,Casa Loma,599000.0,1,1,600-699,2
431,ON,Toronto,202-835 St Clair Avenue W,Wychwood,599000.0,1+1,2,700-799,4
432,ON,Toronto,901-18 Parkview Avenue,Willowdale East,599000.0,1,1,600-699,2
433,ON,Toronto,3307-375 King Street W,Waterfront Communities C1,989000.0,2,2,800-899,4
434,ON,Toronto,303-710 Humberwood Boulevard,West Humber-Clairville,499990.0,1+1,1,600-699,3
435,ON,Toronto,401-2901 Kipling Avenue,Mount Olive-Silverstone-Jamestown,499000.0,1+1,1,600-699,3
436,ON,Toronto,1104-18 Yorkville Avenue S,Annex,599999.0,1,1,0-499,2
437,ON,Toronto,3802-2181 Yonge Street,Mount Pleasant West,2598000.0,2+1,4,2500-2749,7
438,ON,Toronto,510-225 Sackville Street,Regent Park,749000.0,2,2,700-799,4
439,ON,Toronto,420-2885 Bayview Avenue,Bayview Village,588000.0,1+1,2,700-799,4
440,ON,Toronto,4310-25 Telegram Mews,Waterfront Communities C1,1099000.0,2+1,2,1000-1199,5
441,ON,Toronto,501-18 Harrison Garden Boulevard,Willowdale East,688000.0,1+1,1,600-699,3
442,ON,Toronto,529-621 Sheppard Avenue E,Bayview Village,749000.0,2,2,700-799,4
443,ON,Toronto,1710-181 Wynford Drive,Banbury-Don Mills,538888.0,1,1,600-699,2
444,ON,Toronto,312-10 Kenneth Avenue,Willowdale East,899000.0,2,2,1200-1399,4
445,ON,Toronto,601-1 Falaise Road,West Hill,499999.0,1+1,1,500-599,3
446,ON,Toronto,1103-39 Annie Craig Drive,Mimico,629900.0,1+1,1,500-599,3
447,ON,Toronto,321-2799 Kingston Road,Cliffcrest,549900.0,1+1,1,500-599,3
448,ON,Toronto,4307-5 St Joseph Street,Bay Street Corridor,998000.0,2,2,700-799,4
449,ON,Toronto,1606-2015 Sheppard Avenue E,Henry Farm,649990.0,2,1,800-899,3
450,ON,Toronto,1518-135 Village Green Square,Agincourt South-Malvern West,619000.0,2,2,800-899,4
451,ON,Toronto,2902-8 Eglinton Avenue E,Mount Pleasant West,886000.0,2+1,2,700-799,5
452,ON,Toronto,2304-18 Harrison Garden Boulevard,Willowdale East,749900.0,2,2,700-799,4
453,ON,Toronto,1803-81 Navy Wharf Court,Waterfront Communities C1,1038800.0,2+1,2,1000-1199,5
454,ON,Toronto,725-19 Singer Court,Bayview Village,578000.0,1,1,500-599,2
455,ON,Toronto,3021-19 Western Battery Road,Niagara,735000.0,1+1,2,600-699,4
456,ON,Toronto,403-200 Sackville Street,Regent Park,749000.0,2,2,800-899,4
457,ON,Toronto,256-151 Dan Leckie Way,Waterfront Communities C1,849000.0,2+1,2,900-999,5
458,ON,Toronto,1902-26 Olive Avenue,Willowdale East,699000.0,2,2,800-899,4
459,ON,Toronto,1307-955 Bay Street,Bay Street Corridor,990000.0,2,2,700-799,4
460,ON,Toronto,610-4208 Dundas Street W,Edenbridge-Humber Valley,699900.0,1+1,2,600-699,4
461,ON,Toronto,70-721 Lawrence Avenue W,Yorkdale-Glen Park,799900.0,2,2,900-999,4
462,ON,Toronto,1706-80 Western Battery Road,Niagara,749900.0,2,2,800-899,4
463,ON,Toronto,1020-295 Adelaide Street W,Waterfront Communities C1,1199999.0,2,2,1000-1199,4
464,ON,Toronto,410-18 Lower Village Gate,Forest Hill South,1990000.0,2,2,1400-1599,4
465,ON,Toronto,603-21 Dale Avenue,Rosedale-Moore Park,778000.0,2,1,1000-1199,3
466,ON,Toronto,3102-4968 Yonge Street,Lansing-Westgate,750888.0,2,2,800-899,4
467,ON,Toronto,310-150 Leeward Glenway Drive,Flemingdon Park,699800.0,4,2,1000-1199,6
468,ON,Toronto,101-1530 Weston Road,Mount Dennis,498000.0,2,2,700-799,4
469,ON,Toronto,1905-28 Linden Street,North St. James Town,799000.0,2,2,800-899,4
470,ON,Toronto,#507-120 Harrison Garden Boulevard,Willowdale East,599900.0,1+1,1,600-699,3
471,ON,Toronto,507-35 Empress Avenue,Willowdale East,699000.0,2,2,1000-1199,4
472,ON,Toronto,1509-110 Charles Street E,Church-Yonge Corridor,599000.0,1,1,500-599,2
473,ON,Toronto,1509-110 Charles Street E,Church-Yonge Corridor,599000.0,1,1,500-599,2
474,ON,Toronto,#1406-208 Queens Quay Avenue W,Waterfront Communities C1,649990.0,1,1,600-699,2
475,ON,Toronto,1604-197 Yonge Street,Church-Yonge Corridor,738800.0,1,1,500-599,2
476,ON,Toronto,612-169 Fort York Boulevard,Waterfront Communities C1,469000.0,–,1,0-499,1
477,ON,Toronto,607-5 Northtown Way,Willowdale East,599000.0,1,1,600-699,2
478,ON,Toronto,319-251 Manitoba Street S,Mimico,763000.0,1+1,2,700-799,4
479,ON,Toronto,2310-150 East Liberty Street,Niagara,699900.0,1+1,2,600-699,4
480,ON,Toronto,1502-55 Ann O'reilly Road,Henry Farm,779000.0,2+1,2,700-799,5
481,ON,Toronto,214-480 Mclevin Avenue,Malvern,599900.0,2,2,1200-1399,4
482,ON,Toronto,208-60 Montclair Avenue,Forest Hill South,499990.0,1,1,600-699,2
483,ON,Toronto,1003-65 St Mary Street,Bay Street Corridor,998800.0,1+1,1,600-699,3
484,ON,Toronto,1008-1 Yorkville Avenue,Annex,969000.0,1+1,2,600-699,4
485,ON,Toronto,619-20 Bruyeres Mews,Waterfront Communities C1,599900.0,1+1,1,600-699,3
486,ON,Toronto,1611-35 Hollywood Avenue,Willowdale East,799000.0,2,2,700-799,4
487,ON,Toronto,3306-65 Bremner Boulevard,Waterfront Communities C1,549000.0,1,1,500-599,2
488,ON,Toronto,1003-816 Lansdowne Avenue,Dovercourt-Wallace Emerson-Junction,769900.0,3,2,900-999,5
489,ON,Toronto,218-323 Richmond Street E,Moss Park,464888.0,–,1,500-599,1
490,ON,Toronto,324-50 George Butchard Drive,Downsview-Roding-CFB,725000.0,2,2,700-799,4
491,ON,Toronto,1711-25 The Esplanade,Waterfront Communities C8,499000.0,1,1,600-699,2
492,ON,Toronto,1907-18 Holmes Avenue,Willowdale East,599999.0,1+1,1,600-699,3
493,ON,Toronto,108-23 Bastion Street,Waterfront Communities C1,799900.0,2,1,700-799,3
494,ON,Toronto,349-525 Wilson Avenue,Clanton Park,599000.0,1,1,500-599,2
495,ON,Toronto,607-37 Grosvenor Street,Bay Street Corridor,950000.0,2+1,2,800-899,5
496,ON,Toronto,119-50 George Butchart Drive,Downsview-Roding-CFB,730000.0,2,2,700-799,4
497,ON,Toronto,#503-383 Ellis Park Road,High Park-Swansea,1079000.0,1+1,1,800-899,3
498,ON,Toronto,702-50 George Buchart Drive,Downsview-Roding-CFB,699990.0,2,2,600-699,4
499,ON,Toronto,1406-225 Sumach Street,Regent Park,639000.0,1+1,1,600-699,3
500,ON,Toronto,607-377 Madison Avenue,Casa Loma,788000.0,2,2,800-899,4
501,ON,Toronto,2916-155 Yorkville Avenue,Annex,598000.0,1,1,0-499,2
502,ON,Toronto,507-50 George Butchard Drive,Downsview-Roding-CFB,750000.0,2,2,700-799,4
503,ON,Toronto,1612-1 De Boers Drive,York University Heights,975000.0,2+1,2,1000-1199,5
504,ON,Toronto,9J-6 Rosebank Drive,Malvern,598000.0,2,2,800-899,4
505,ON,Toronto,611-121 Ling Road,West Hill,499900.0,1+1,2,900-999,4
506,ON,Toronto,2206-65 Harbour Square,Waterfront Communities C1,1198000.0,2,2,1400-1599,4
507,ON,Toronto,210-100 Wingarden Court,Malvern,549000.0,3,2,1400-1599,5
508,ON,Toronto,# 1101-220 Victoria Street,Church-Yonge Corridor,649000.0,1+1,2,800-899,4
509,ON,Toronto,2006-36 Lee Centre Drive,Woburn,650000.0,2,1,600-699,3
510,ON,Toronto,212-326 Carlaw Avenue,South Riverdale,769000.0,1,1,1000-1199,2
511,ON,Toronto,702-7 Grenville Street,Bay Street Corridor,998000.0,2,2,800-899,4
512,ON,Toronto,7010-88 Harbour Street,Waterfront Communities C1,1888000.0,2,2,1000-1199,4
513,ON,Toronto,2505-50 Ordnance Street,Waterfront Communities C1,789990.0,1,1,500-599,2
514,ON,Toronto,2714-105 The Queensway Avenue,High Park-Swansea,699000.0,1+1,1,700-799,3
515,ON,Toronto,401-608 Richmond Street,Waterfront Communities C1,779000.0,1+1,1,600-699,3
516,ON,Toronto,2606-50 Town Centre Court,Bendale,449000.0,1,1,0-499,2
517,ON,Toronto,1612-10 Queens Quay W,Waterfront Communities C1,588800.0,1+1,1,0-499,3
518,ON,Toronto,615-27 Bathurst Street,Waterfront Communities C1,699000.0,2,2,700-799,4
519,ON,Toronto,W1208-565 Wilson Avenue,Clanton Park,979789.0,2,2,1000-1199,4
520,ON,Toronto,2707-30 Grand Trunk Crescent,Waterfront Communities C1,599000.0,1+1,1,500-599,3
521,ON,Toronto,701-18 Beverley Street,Kensington-Chinatown,799000.0,2,1,800-899,3
522,ON,Toronto,2307-55 Bremner Boulevard,Waterfront Communities C1,828800.0,2,2,800-899,4
523,ON,Toronto,2802-403 Church Street,Church-Yonge Corridor,1120000.0,2,2,800-899,4
524,ON,Toronto,2709-87 Peter Street,Waterfront Communities C1,469000.0,–,1,0-499,1
525,ON,Toronto,2705-1 Palace Pier Court,Mimico,1299000.0,2,2,1200-1399,4
526,ON,Toronto,308-1560 Brimley Road,Bendale,876000.0,2,2,700-799,4
527,ON,Toronto,1507-5 Massey Square,Crescent Town,399900.0,1,1,800-899,2
528,ON,Toronto,901-1166 Bay Street,Bay Street Corridor,2975000.0,2,2,2000-2249,4
529,ON,Toronto,2503-20 Bruyeres Mews,Waterfront Communities C1,899900.0,2+1,2,900-999,5
530,ON,Toronto,328-21 Iceboat Terrace,Waterfront Communities C1,499999.0,1+1,1,500-599,3
531,ON,Toronto,1607-2045 Lake Shore Boulevard W,Mimico,995000.0,2,2,1400-1599,4
532,ON,Toronto,105-25 Sunrise Avenue,Victoria Village,649999.0,2,2,1000-1199,4
533,ON,Toronto,383 Bloor Street E,Rosedale-Moore Park,900000.0,2,2,700-799,4
534,ON,Toronto,3903-70 Annie Craig Drive W,Mimico,739999.0,1+1,2,600-699,4
535,ON,Toronto,1803-170 Avenue Road,Annex,779000.0,1+1,1,600-699,3
536,ON,Toronto,401-1166 Bay Street,Bay Street Corridor,2595000.0,2,2,2000-2249,4
537,ON,Toronto,4710-75 Queens Wharf Road,Waterfront Communities C1,649000.0,1,1,500-599,2
538,ON,Toronto,1109-21 Widmer Street,Waterfront Communities C8,778000.0,1,1,600-699,2
539,ON,Toronto,1720-20 Edward Street,Bay Street Corridor,565000.0,–,1,0-499,1
540,ON,Toronto,413-70 Annie Craig Drive W,Mimico,848888.0,2,2,700-799,4
541,ON,Toronto,340-3 Everson Drive,Willowdale East,699888.0,2,2,1000-1199,4
542,ON,Toronto,1005-61 St Clair Avenue W,Yonge-St. Clair,1775000.0,2,2,1600-1799,4
543,ON,Toronto,126-40 Carnation Avenue W,Long Branch,799000.0,2,3,1200-1399,5
544,ON,Toronto,3102-50 Ordnance Street,Niagara,825000.0,1+1,1,600-699,3
545,ON,Toronto,807-15 Baseball Place,South Riverdale,799000.0,2,2,800-899,4
546,ON,Toronto,109-28 Rosebank Drive,Malvern,699000.0,3,3,1400-1599,6
547,ON,Toronto,#1503-28 Rosebank Drive,Malvern,699000.0,3+1,3,1400-1599,7
548,ON,Toronto,316-181 Village Green Square,Agincourt South-Malvern West,549000.0,1+1,1,600-699,3
549,ON,Toronto,30-6061 Kingston Road,Highland Creek,749000.0,3,3,1200-1399,6
550,ON,Toronto,2011-4968 Yonge Street,Lansing-Westgate,550000.0,1,1,500-599,2
551,ON,Toronto,311-8 Mercer Street,Waterfront Communities C1,749000.0,1+1,2,700-799,4
552,ON,Toronto,1902-215 Fort York Boulevard,Waterfront Communities C1,799000.0,2+1,2,800-899,5
553,ON,Toronto,102-15 Foundry Avenue,Dovercourt-Wallace Emerson-Junction,799900.0,2+1,2,800-899,5
554,ON,Toronto,102-271 Ridley Boulevard,Bedford Park-Nortown,574000.0,1,1,900-999,2
555,ON,Toronto,1506-87 Peter Street,Waterfront Communities C1,598000.0,–,1,0-499,1
556,ON,Toronto,503-1815 Yonge Street,Mount Pleasant West,899900.0,1+1,2,800-899,4
557,ON,Toronto,314-110 Marine Parade Drive,Mimico,599000.0,1+1,1,600-699,3
558,ON,Toronto,PH 608-68 Broadview Avenue,South Riverdale,1399000.0,1,2,1000-1199,3
559,ON,Toronto,6201-14 York Street,Waterfront Communities C1,589000.0,–,1,0-499,1
560,ON,Toronto,#1-3100 Bayview Avenue,Willowdale East,1388000.0,4,4,2500-2749,8
561,ON,Toronto,317-825 Church Street,Rosedale-Moore Park,699999.0,1+1,1,600-699,3
562,ON,Toronto,519-4064 Lawrence Avenue E,West Hill,399900.0,3,2,1000-1199,5
563,ON,Toronto,810-18 Graydon Hall Drive,Parkwoods-Donalda,549900.0,1+1,1,600-699,3
564,ON,Toronto,4608-88 Harbour Street,Waterfront Communities C1,688000.0,1,1,500-599,2
565,ON,Toronto,N413-120 Bayview Avenue,Waterfront Communities C8,699999.0,1+1,2,600-699,4
566,ON,Toronto,2304-330 Dixon Road,Kingsview Village-The Westway,519000.0,3,2,1000-1199,5
567,ON,Toronto,129 Mill Road,Markland Wood,1299000.0,3+1,4,2000-2249,8
568,ON,Toronto,127-10 Guildwood Parkway,Guildwood,999900.0,2,2,1600-1799,4
569,ON,Toronto,516-29 Queens Quay E,Waterfront Communities C1,1668000.0,2+1,3,1200-1399,6
570,ON,Toronto,1101-88 Harbour Street,Waterfront Communities C1,599000.0,1,1,500-599,2
571,ON,Toronto,PH2-120 Lombard Street,Church-Yonge Corridor,799900.0,2,2,900-999,4
572,ON,Toronto,501-160 Vanderhoof Avenue,Thorncliffe Park,599000.0,1+1,1,600-699,3
573,ON,Toronto,414-52 Forest Manor Road,Henry Farm,589999.0,1+1,1,500-599,3
574,ON,Toronto,2205-33 Sheppard Avenue E,Willowdale East,599900.0,1+1,1,600-699,3
575,ON,Toronto,332-35 Saranac Boulevard,Englemount-Lawrence,799000.0,3,2,1000-1199,5
576,ON,Toronto,2614-10 Northtown Way,Willowdale East,628000.0,1+1,1,600-699,3
577,ON,Toronto,305-530 Indian Grove N,Junction Area,995000.0,2,2,1000-1199,4
578,ON,Toronto,2904-42 Charles Street,Church-Yonge Corridor,688000.0,1,1,500-599,2
579,ON,Toronto,707-20 Gladstone Avenue,Little Portugal,695000.0,2,1,600-699,3
580,ON,Toronto,2408-251 Manitoba Street,Mimico,675000.0,1,1,500-599,2
581,ON,Toronto,329-2100 Bridletowne Circle,L'Amoreaux,799000.0,3+1,2,1200-1399,6
582,ON,Toronto,TH 4-10 Morrison Street,Waterfront Communities C1,2450000.0,2+1,3,1600-1799,6
583,ON,Toronto,1007-5 Soudan Avenue N,Mount Pleasant East,899000.0,2,2,800-899,4
584,ON,Toronto,96-23 Eldora Avenue,Newtonbrook West,699000.0,1,1,500-599,2
585,ON,Toronto,102-760 Sheppard Avenue W,Bathurst Manor,698000.0,2,2,900-999,4
586,ON,Toronto,1212-80 Queens Wharf Road,Waterfront Communities C1,599000.0,1+1,1,500-599,3
587,ON,Toronto,PH9-55 De Boers Drive E,York University Heights,549888.0,1,1,600-699,2
588,ON,Toronto,810-1461 Lawrence Avenue,Brookhaven-Amesbury,829900.0,3,3,900-999,6
589,ON,Toronto,2219A-700 Humberwood Boulevard,West Humber-Clairville,599000.0,2,1,800-899,3
590,ON,Toronto,2-715 Kingston Road,The Beaches,1099000.0,2,2,1000-1199,4
591,ON,Toronto,106-3 Rean Drive,Bayview Village,538000.0,1,1,600-699,2
592,ON,Toronto,3612-121 Mcmahon Drive,Bayview Village,699990.0,1+1,1,600-699,3
593,ON,Toronto,3205-88 Sheppard Avenue E,Willowdale East,729000.0,1+1,1,600-699,3
594,ON,Toronto,PH11-77 Mcmurrich Street,Annex,1925000.0,2+1,2,1400-1599,5
595,ON,Toronto,2704-55 Skymark Drive,Hillcrest Village,699000.0,2+1,2,1400-1599,5
596,ON,Toronto,3807-161 Roehampton Avenue,Mount Pleasant West,599900.0,1+1,1,500-599,3
597,ON,Toronto,1610-225 Sumach Street,Regent Park,499000.0,1,1,0-499,2
598,ON,Toronto,206-10 Martha Eaton Way,Brookhaven-Amesbury,499000.0,2,2,900-999,4
599,ON,Toronto,1404-15 Torrance Road,Eglinton East,399999.0,1+2,1,800-899,4
600,ON,Toronto,1716-251 Jarvis Street,Church-Yonge Corridor,729900.0,3,1,700-799,4
601,ON,Toronto,1006-2150 Lawrence Avenue E,Wexford-Maryvale,499990.0,1+1,1,500-599,3
602,ON,Toronto,3312-19 Western Battery Road,Niagara,698000.0,2,1,600-699,3
603,ON,Toronto,507-18 Harrison Garden Boulevard,Willowdale East,569000.0,1,1,500-599,2
604,ON,Toronto,1224-222 The Esplanade,Waterfront Communities C8,599999.0,1,1,600-699,2
605,ON,Toronto,84-100 Parrotta Drive,Humberlea-Pelmo Park W5,649900.0,2,2,900-999,4
606,ON,Toronto,306-993 Queen Street W,Niagara,1299000.0,1+2,2,1200-1399,5
607,ON,Toronto,627-1 Belsize Drive,Mount Pleasant West,399000.0,–,1,0-499,1
608,ON,Toronto,4006-159 Dundas Street E,Church-Yonge Corridor,699000.0,1+1,2,600-699,4
609,ON,Toronto,LPH7-600 Rexdale Boulevard,West Humber-Clairville,599000.0,2,3,1400-1599,5
610,ON,Toronto,605-5793 Yonge Street,Newtonbrook East,649000.0,2,1,700-799,3
611,ON,Toronto,5208-28 Freeland Street,Waterfront Communities C8,1050000.0,1+1,1,600-699,3
612,ON,Toronto,712-245 Davisville Avenue,Mount Pleasant West,799888.0,1+1,1,700-799,3
613,ON,Toronto,919-20 Blue Jays Way,Waterfront Communities C1,683888.0,1,1,600-699,2
614,ON,Toronto,312-75 The Donway W,Banbury-Don Mills,598000.0,1+1,2,700-799,4
615,ON,Toronto,1110-36 Forest Manor Road,Henry Farm,898000.0,2,2,700-799,4
616,ON,Toronto,808-88 Grangeway Avenue,Woburn,749000.0,2+1,2,1000-1199,5
617,ON,Toronto,201-732 Sheppard Avenue W,Clanton Park,849900.0,2+1,2,1600-1799,5
618,ON,Toronto,1004-478 King Street W,Waterfront Communities C1,600000.0,1+1,1,600-699,3
619,ON,Toronto,PH06-311 Richmond Street,Moss Park,595000.0,1,1,600-699,2
620,ON,Toronto,112-2100 Bridletowne Circle,L'Amoreaux,805000.0,3,2,1000-1199,5
621,ON,Toronto,2910-89 Dunfield Avenue,Mount Pleasant West,998000.0,2+1,2,1000-1199,5
622,ON,Toronto,3003-75 St Nicholas Street,Bay Street Corridor,529000.0,–,1,0-499,1
623,ON,Toronto,801-1101 Pharmacy Avenue,Wexford-Maryvale,449900.0,2,2,900-999,4
624,ON,Toronto,3703-25 Telegram Mews,Waterfront Communities C1,639999.0,1+1,1,500-599,3
625,ON,Toronto,1313-330 Mccowan Road,Eglinton East,549900.0,2+1,2,1000-1199,5
626,ON,Toronto,316-170 Sudbury Street,Niagara,599000.0,2,2,800-899,4
627,ON,Toronto,1122-505 Richmond Street W,Waterfront Communities C1,1449900.0,2,2,900-999,4
628,ON,Toronto,903-980 Yonge Street,Annex,799000.0,1,1,700-799,2
629,ON,Toronto,207-2015 Sheppard Avenue,Henry Farm,599000.0,1+1,1,600-699,3
630,ON,Toronto,1018-140 Simcoe Street,Waterfront Communities C1,649000.0,1,1,600-699,2
631,ON,Toronto,2126-75 Bamburgh Circle,Steeles,639000.0,3+1,2,1200-1399,6
632,ON,Toronto,312E-30 Fashion Roseway,Willowdale East,750000.0,3,2,1000-1199,5
633,ON,Toronto,907-3220 Sheppard Avenue,Tam O'Shanter-Sullivan,630000.0,1+1,1,600-699,3
634,ON,Toronto,40-106 Chester Le Boulevard,L'Amoreaux,975000.0,4+2,4,1400-1599,10
635,ON,Toronto,915-319 Merton Street,Mount Pleasant West,625000.0,1,1,500-599,2
636,ON,Toronto,209-1703 Mccowan Road,Agincourt South-Malvern West,649900.0,3,2,1200-1399,5
637,ON,Toronto,1408-18 Graydon Hall Drive,Parkwoods-Donalda,538000.0,1,1,500-599,2
638,ON,Toronto,2307-117 Mcmahon Drive,Bayview Village,699000.0,1+1,1,600-699,3
639,ON,Toronto,416-68 Merton Street,Mount Pleasant West,649000.0,1+1,2,600-699,4
640,ON,Toronto,6-91 Rameau Drive,Hillcrest Village,888888.0,3,2,1200-1399,5
641,ON,Toronto,3210-125 Peter Street,Waterfront Communities C1,589900.0,1,1,0-499,2
642,ON,Toronto,2803-28 Ted Rogers Way,Church-Yonge Corridor,699900.0,1,1,500-599,2
643,ON,Toronto,1407-3220 Sheppard Avenue E,Tam O'Shanter-Sullivan,635000.0,1+1,1,600-699,3
644,ON,Toronto,1001-452 Richmond Street,Waterfront Communities C1,750000.0,1,1,500-599,2
645,ON,Toronto,2606-5 Valhalla Inn Road,Islington-City Centre West,599999.0,1+1,1,600-699,3
646,ON,Toronto,802-715 Don Mills Road,Flemingdon Park,525000.0,2,1,900-999,3
647,ON,Toronto,3509-88 Blue Jays Way,Waterfront Communities C1,1049000.0,2,2,800-899,4
648,ON,Toronto,306-40 Oaklands Avenue,Yonge-St. Clair,1395000.0,2,3,1600-1799,5
649,ON,Toronto,2216-55 Harbour Square,Waterfront Communities C1,899000.0,1,1,1000-1199,2
650,ON,Toronto,105-195 Merton Street,Mount Pleasant West,699000.0,2,1,800-899,3
651,ON,Toronto,2703-70 Annie Craig Drive W,Mimico,699999.0,1+1,2,600-699,4
652,ON,Toronto,1710-1 Bloor Street E,Church-Yonge Corridor,1330000.0,2,2,700-799,4
653,ON,Toronto,1210-85 East Liberty Street,Niagara,699900.0,1+1,1,600-699,3
654,ON,Toronto,301-1 Post Road,Bridle Path-Sunnybrook-York Mills,5295000.0,2,4,3500-3749,6
655,ON,Toronto,705-50 Power Street,Moss Park,739990.0,2,2,500-599,4
656,ON,Toronto,PH18-585 Bloor Street E,Cabbagetown-South St. James Town,3150000.0,3,4,2250-2499,7
657,ON,Toronto,503-66 Portland Street,Waterfront Communities C1,688000.0,1+1,1,600-699,3
658,ON,Toronto,10-150 Carsbrooke Road,Etobicoke West Mall,699000.0,3+1,3,1400-1599,7
659,ON,Toronto,326-585 Bloor Street E,Cabbagetown-South St. James Town,1925000.0,2,3,1500-2000,5
660,ON,Toronto,233-366 The East Mall,Islington-City Centre West,599900.0,3,3,1200-1399,6
661,ON,Toronto,1231-68 Corporate Drive,Woburn,499900.0,1+1,1,600-699,3
662,ON,Toronto,1102-725 Don Mills Road,Flemingdon Park,505000.0,2,1,800-899,3
663,ON,Toronto,533-388 Richmond Street W,Waterfront Communities C1,599000.0,1,1,600-699,2
664,ON,Toronto,909-701 King Street,Niagara,749000.0,2+1,2,1000-1199,5
665,ON,Toronto,909-105 George Street,Moss Park,549900.0,1+1,1,500-599,3
666,ON,Toronto,717-23 Glebe Road W,Yonge-Eglinton,860000.0,2,2,600-699,4
667,ON,Toronto,213-352 Front Street W,Waterfront Communities C1,649900.0,1+1,1,600-699,3
668,ON,Toronto,7-17 Eaton Park Lane,L'Amoreaux,799000.0,2+1,3,1200-1399,6
669,ON,Toronto,1901-61 St Clair Avenue W,Yonge-St. Clair,4500000.0,3+1,4,3000-3249,8
670,ON,Toronto,1810-30 Ordnance Street,Niagara,749900.0,1,1,600-699,2
671,ON,Toronto,1708-70 Annie Craig Drive W,Mimico,799999.0,1+1,2,600-699,4
672,ON,Toronto,4001-1 Yorkville Avenue,Annex,779000.0,1+1,2,500-599,4
673,ON,Toronto,430-139 Merton Street,Mount Pleasant West,924900.0,1+1,2,800-899,4
674,ON,Toronto,305-1 Scott Street,Waterfront Communities C8,749000.0,1+1,1,700-799,3
675,ON,Toronto,1310-38 Joe Shuster Way,Niagara,549000.0,1,1,500-599,2
676,ON,Toronto,734-600 Fleet Street,Niagara,523800.0,–,1,0-499,1
677,ON,Toronto,1111-36 Blue Jays Way S,Waterfront Communities C1,798800.0,1+1,2,900-999,4
678,ON,Toronto,2908-33 Helendale Avenue,Yonge-Eglinton,600000.0,1,1,0-499,2
679,ON,Toronto,109-100 Oriole Parkway,Forest Hill South,650000.0,2,1,800-899,3
680,ON,Toronto,1611-18 Harrison Garden Boulevard,Willowdale East,599000.0,1,1,500-599,2
681,ON,Toronto,208-4101 Sheppard Avenue E,Agincourt South-Malvern West,599000.0,4,2,1200-1399,6
682,ON,Toronto,1809-10 Yonge Street,Waterfront Communities C1,649999.0,1+1,1,500-599,3
